iter	Passed	Remaining
1251	4164	2488
1252	4167	2484
1253	4170	2480
1254	4173	2477
1255	4175	2473
1256	4178	2469
1257	4181	2466
1258	4184	2462
1259	4186	2458
1260	4189	2455
1261	4192	2451
1262	4195	2448
1263	4198	2444
1264	4200	2440
1265	4203	2437
1266	4206	2433
1267	4209	2429
1268	4211	2426
1269	4214	2422
1270	4217	2419
1271	4220	2415
1272	4222	2411
1273	4225	2408
1274	4228	2404
1275	4231	2400
1276	4234	2397
1277	4236	2393
1278	4239	2389
1279	4242	2386
1280	4244	2382
1281	4247	2378
1282	4250	2375
1283	4253	2371
1284	4255	2368
1285	4258	2364
1286	4261	2360
1287	4264	2357
1288	4266	2353
1289	4270	2350
1290	4273	2347
1291	4276	2343
1292	4279	2340
1293	4282	2336
1294	4285	2333
1295	4289	2329
1296	4291	2325
1297	4294	2322
1298	4296	2318
1299	4299	2315
1300	4302	2311
1301	4305	2308
1302	4309	2305
1303	4312	2301
1304	4315	2298
1305	4318	2294
1306	4321	2291
1307	4324	2287
1308	4327	2284
1309	4329	2280
1310	4332	2276
1311	4335	2273
1312	4337	2269
1313	4340	2266
1314	4343	2262
1315	4346	2259
1316	4349	2255
1317	4351	2251
1318	4354	2248
1319	4357	2244
1320	4360	2241
1321	4362	2237
1322	4365	2233
1323	4368	2230
1324	4371	2226
1325	4373	2223
1326	4376	2219
1327	4379	2216
1328	4382	2212
1329	4385	2209
1330	4387	2205
1331	4390	2201
1332	4393	2198
1333	4396	2194
1334	4398	2191
1335	4401	2187
1336	4404	2184
1337	4407	2180
1338	4409	2176
1339	4412	2173
1340	4415	2169
1341	4418	2166
1342	4420	2162
1343	4423	2159
1344	4426	2155
1345	4429	2152
1346	4431	2148
1347	4434	2144
1348	4437	2141
1349	4440	2137
1350	4443	2134
1351	4445	2130
1352	4449	2127
1353	4452	2124
1354	4455	2120
1355	4458	2117
1356	4462	2114
1357	4465	2111
1358	4468	2107
1359	4470	2103
1360	4474	2100
1361	4477	2097
1362	4480	2093
1363	4483	2090
1364	4486	2087
1365	4490	2083
1366	4492	2080
1367	4495	2076
1368	4498	2073
1369	4501	2069
1370	4504	2066
1371	4506	2062
1372	4509	2059
1373	4512	2055
1374	4515	2052
1375	4517	2048
1376	4520	2045
1377	4523	2041
1378	4526	2038
1379	4528	2034
1380	4531	2031
1381	4534	2027
1382	4537	2024
1383	4540	2020
1384	4542	2017
1385	4545	2013
1386	4548	2010
1387	4550	2006
1388	4553	2003
1389	4556	1999
1390	4558	1995
1391	4561	1992
1392	4564	1988
1393	4567	1985
1394	4569	1981
1395	4572	1978
1396	4575	1974
1397	4578	1971
1398	4580	1967
1399	4583	1964
1400	4586	1961
1401	4589	1957
1402	4592	1954
1403	4595	1950
1404	4598	1947
1405	4600	1943
1406	4603	1940
1407	4606	1936
1408	4609	1933
1409	4612	1929
1410	4614	1926
1411	4618	1923
1412	4621	1919
1413	4624	1916
1414	4627	1913
1415	4631	1910
1416	4634	1906
1417	4637	1903
1418	4640	1899
1419	4642	1896
1420	4646	1893
1421	4649	1889
1422	4653	1887
1423	4656	1883
1424	4660	1880
1425	4663	1877
1426	4666	1873
1427	4669	1870
1428	4672	1867
1429	4676	1863
1430	4679	1860
1431	4681	1857
1432	4684	1853
1433	4687	1850
1434	4690	1846
1435	4692	1843
1436	4695	1839
1437	4698	1836
1438	4701	1832
1439	4703	1829
1440	4706	1825
1441	4709	1822
1442	4711	1818
1443	4714	1815
1444	4717	1811
1445	4720	1808
1446	4722	1804
1447	4725	1801
1448	4728	1798
1449	4731	1794
1450	4734	1791
1451	4736	1787
1452	4739	1784
1453	4742	1780
1454	4744	1777
1455	4747	1773
1456	4750	1770
1457	4753	1766
1458	4756	1763
1459	4758	1760
